"ASV","SpearmanRho","pValue","Occurrence","OccurrencePct","Kingdom","Phylum","Class","Order","Family","Genus","Species","CalcifierGeneral","CalcifierLarval","CalcifierAdult","StructureLarval","StructureAdult","MineralForm","PlanktonicLifeHistory","Removal","Description"
"6852",0.041413310448201,0.715306457200396,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Creseidae","Styliola","Styliola sp.","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"7085",0.041413310448201,0.715306457200396,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Dironidae","Dirona","Dirona picta","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"7579",0.041413310448201,0.715306457200396,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Euchaetidae","Euchaeta","Euchaeta acuta","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5361",0.0412990808336986,0.716058294692091,2,2.5,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa gregaria","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"4325",0.0402367645486665,0.723063105310477,3,3.75,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Mikroconchoecia sp. USNM IZ 1448470","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"2414",0.0400423407033972,0.724347604396028,2,2.5,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"954",0.0373857636496275,0.74197369660282,15,18.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"432",0.0367921507112383,0.745930833633889,2,2.5,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda",NA,"Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"167",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"271",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"336",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","No","No","No","None","None","None","Meroplanktonic","No","Perch-like fishes (most diverse fish group)"
"493",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"531",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"543",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"794",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Creseidae","Styliola","Styliola sp.","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"858",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"864",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Creseidae","Styliola","Styliola sp.","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"948",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1288",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1300",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1993",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2007",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2108",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2446",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"2763",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Proceroecia","Proceroecia procera","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"2804",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2841",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3041",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea scottodicarloi","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"3397",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3647",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax","No","No","No","None","None","None","Meroplanktonic","No","Anchovies and herrings"
"3808",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3809",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4837",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Paralabrax","Paralabrax nebulifer","No","No","No","None","None","None","Meroplanktonic","No","Perch-like fishes (most diverse fish group)"
"5199",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia pacifica","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"5200",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Hansarsia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"5344",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora",NA,"Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"5489",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Cliidae","Clio","Clio pyramidata","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"5643",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"6555",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus hyalinus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6556",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus tropicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6818",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6819",0.0365411562778244,0.747605996001817,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"947",0.0362120068787224,0.749804544051696,6,7.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella dentata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"834",0.0351886069496525,0.756652998637627,8,10,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda",NA,"Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"719",0.0348959313960086,0.75861502144813,8,10,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1274",0.0336286324522037,0.76712812556333,2,2.5,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Lophopanopeus bellus","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"55",0.0336256642421652,0.767148097396982,73,91.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Hansarsia","Hansarsia difficilis","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"64",0.0331444050013777,0.770388285012403,19,23.75,"Eukaryota","Echinodermata","Echinoidea","Temnopleuroida","Toxopneustidae","Lytechinus","Lytechinus pictus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Short-spined sea urchins"
"2182",0.0325018999215886,0.774720220929341,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"123",0.0320666054965092,0.777659010543659,48,60,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paraconchoecia","Paraconchoecia allotherium","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"779",0.031895197789719,0.778817089046385,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6287",0.0318085260565948,0.779402851106348,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"709",0.031766554322431,0.779686556963033,8,10,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1152",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1270",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1609",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2080",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","Luidia sp. NSMT E_14364","Variable","No","Yes","None","Internal skeleton","Calcite","Meroplanktonic","No","Starfish without suckers"
"2996",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"3050",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"3299",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae",NA,NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"3300",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3409",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"4061",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4254",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora",NA,"Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"4636",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Athorybiidae",NA,NA,"No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"4962",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Diphyes","Diphyes sp. HAW01","No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"5080",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"5532",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia","Conchoecia magna","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"5995",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"6615",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Annelida","Polychaeta","Phyllodocida","Alciopidae",NA,NA,"No","No","No","None","None","None","Benthic + Meroplanktonic","No","Active marine polychaetes"
"6616",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Goniodorididae",NA,NA,"Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"6617",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Mollusca","Bivalvia","Mytilida","Modiolidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Mussels"
"7109",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Mikroconchoecia sp. Os099_1_3","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"7374",0.0316690021074478,0.780346067440991,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6760",0.031548510857222,0.78116087325862,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Rhincalanus","Rhincalanus nasutus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5649",0.0309092612950423,0.785487633889498,4,5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2532",0.0300013012340372,0.791644318536331,6,7.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Aetideidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1625",0.0298851592641825,0.792432781418085,4,5,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Proceroecia","Proceroecia procera","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"1540",0.0296968687022902,0.79371148763917,3,3.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella dentata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1190",0.0293575915513153,0.796016934904078,4,5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella dentata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2283",0.0279995035469072,0.805262685561606,6,7.5,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Hippidae","Emerita","Emerita analoga","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"5875",0.0276049470000693,0.807953868267505,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Heterorhabdidae","Heterorhabdus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"595",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1207",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1706",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Halocypris","Halocypris inflata","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"2477",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2638",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"2845",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"3354",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"3411",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"3828",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophionereidae",NA,NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"3982",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Cliidae","Clio","Clio pyramidata","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"4536",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Heterorhabdidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4963",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Corycaeidae","Farranula",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"5081",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"5373",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa gregaria","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"5816",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"5996",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"5997",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"5999",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6384",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Munididae","Antillimunida","Antillimunida bapensis","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"6620",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6622",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"7111",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Creseidae","Styliola","Styliola sp.","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"7378",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata","Variable","No","Yes","None","Internal skeleton","Calcite","Meroplanktonic","No","Sea stars"
"7590",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paraconchoecia","Paraconchoecia oblonga","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
